request_id,req_type,width,height,steps,seed,send_ts,arrival_ts,return_ts,backend,status_code,ok,e2e_s,error
baseline-00480,768x768_20,768,768,20,700480,1776515346.3721268,,1776517960.4331093,,200,True,2614.060983342002,
baseline-00481,512x512_20,512,512,20,700481,1776515346.3893497,,1776517791.488211,,200,True,2445.0988620679127,
baseline-00482,768x768_20,768,768,20,700482,1776515346.4065814,,1776517949.7524908,,200,True,2603.3459108489333,
baseline-00483,1024x1024_25,1024,1024,25,700483,1776515346.423846,,1776518103.6106985,,200,True,2757.186854374013,
baseline-00484,1536x1536_35,1536,1536,35,700484,1776515346.4411755,,1776517593.7292511,,200,True,2247.2880769149633,
baseline-00485,1536x1536_35,1536,1536,35,700485,1776515346.4585366,,1776517817.9910681,,200,True,2471.532533774036,
baseline-00486,1024x1024_25,1024,1024,25,700486,1776515346.4759705,,1776517984.8017354,,200,True,2638.325766397058,
baseline-00487,1024x1024_25,1024,1024,25,700487,1776515346.4934494,,1776517815.8914437,,200,True,2469.397996679996,
baseline-00488,1024x1024_25,1024,1024,25,700488,1776515346.5109463,,1776517974.0544796,,200,True,2627.5435347219463,
baseline-00489,1024x1024_25,1024,1024,25,700489,1776515346.5284665,,1776518127.9037058,,200,True,2781.3752413130132,
baseline-00490,768x768_20,768,768,20,700490,1776515346.5460365,,1776517608.9512603,,200,True,2262.405224905,
baseline-00491,768x768_20,768,768,20,700491,1776515346.5636523,,1776517834.0471058,,200,True,2487.483455335023,
baseline-00492,1024x1024_25,1024,1024,25,700492,1776515346.5813432,,1776518008.842058,,200,True,2662.2607165409718,
baseline-00493,512x512_20,512,512,20,700493,1776515346.5990584,,1776517831.5624843,,200,True,2484.963427527924,
baseline-00494,768x768_20,768,768,20,700494,1776515346.6168168,,1776517989.9935677,,200,True,2643.3767519410467,
baseline-00495,1024x1024_25,1024,1024,25,700495,1776515346.6346273,,1776518152.0445213,,200,True,2805.409895435092,
baseline-00496,1024x1024_25,1024,1024,25,700496,1776515346.6524851,,1776517633.5084355,,200,True,2286.855952966027,
baseline-00497,768x768_20,768,768,20,700497,1776515346.6703637,,1776517849.9853535,,200,True,2503.3149906679755,
baseline-00498,1024x1024_25,1024,1024,25,700498,1776515346.6884868,,1776518032.8630805,,200,True,2686.174594787997,
baseline-00499,512x512_20,512,512,20,700499,1776515346.7064855,,1776517847.7554824,,200,True,2501.0489991329378,
